ФИО,Приказ,E-mail,Телефон,"Форма обучения","Баллы ЕГЭ",Статус,Курс
"Воронцова Василиса Брониславовна","от 19.4.2017 № 2501-к",shiodju@rumail.ru,9049939343,бюджет,219,Отчислен,3
"Савина Зинаида Анатольевна","от 24.1.2016 № 2500-к",veesourieg@exn.ru,9095712806,внебюджет,206,Отчислен,4
"Громова Надежда Вячеславовна","от 13.4.2016 № 2500-к",pokyi@chat.ru,9103295744,внебюджет,201,Отчислен,4
"Веселов Богдан Аркадьевич","от 13.6.2017 № 2500-к",ciajjut@newmail.ru,9374680625,бюджет,167,Переведён,2
"Абрамова Элеонора Викторовна","от 24.11.2017 № 2500-к",raequeeche@rin.ru,9821896145,внебюджет,231,Зачислен,1
"Журавлёв Ириней Евгеньевич","от 10.5.2017 № 2500-к",jjex@chat.ru,9218866240,бюджет,193,Отчислен,4
"Зиновьев Бронислав Леонидович","от 5.8.2016 № 2501-к",chogequ@mail.ru,9124690886,внебюджет,153,Отчислен,2
"Филиппов Геннадий Донатович","от 29.12.2016 № 2701-к",schiuzju@max.ru,9046549491,внебюджет,218,Отчислен,4
"Устинова Агата Тихоновна","от 14.6.2016 № 2501-к",thum@hotbox.com,9522222799,бюджет,208,Переведён,2
"Козлов Антонин Владимирович","от 19.3.2016 № 2501-к",roonjot@exn.ru,9276602294,внебюджет,199,Зачислен,1
"Куликова Анна Гордеевна","от 2.12.2016 № 2500-к",xoufjal@nihuja.net,9099999999,бюджет,156,Переведён,2
"Александров Дамир Куприянович","от 15.3.2017 № 2501-к",coupeecjo@mail.ru,9647934090,бюджет,244,Отчислен,4
"Зуева Акулина Степановна","от 29.2.2016 № 2538-к",siko@mnogo.ru,9516348870,внебюджет,238,Выпустился,5
"Мишина Полина Григорьевна","от 10.8.2017 № 2501-к",syashos@rol.ru,9324039432,бюджет,197,Переведён,3
"Мясников Мэлор Семёнович","от 11.6.2017 № 2701-к",njatheexe@mnogo.ru,9853678220,внебюджет,201,Переведён,3
"Захарова Ангелина Кондратовна","от 11.6.2016 № 2538-к",piushooshoo@infobiz.com,9373959374,бюджет,235,Зачислен,1
"Исаев Михаил Анатольевич","от 13.7.2016 № 2500-к",sjatu@yandex.ru,9237594489,внебюджет,221,Отчислен,3
"Данилова Глафира Николаевна","от 29.11.2016 № 2538-к",zjequi_1987@netaddress.com,9220493227,внебюджет,235,Переведён,2
"Ларионов Улеб Онисимович","от 3.10.2016 № 2538-к",tholush@mail.ru,9137777777,бюджет,187,Переведён,3
"Хохлов Христофор Варламович","от 9.1.2016 № 2538-к",vuzicho@hotbox.com,9609233832,внебюджет,247,Выпустился,5
"Никонова Вероника Вячеславовна","от 14.8.2016 № 2500-к",diper@yandex.ru,9173258938,внебюджет,207,Отчислен,3
"Цветков Агафон Яковович","от 6.6.2017 № 2500-к",nizyoky@sexnarod.ru,9106929859,внебюджет,203,Выпустился,5
"Вишняков Станислав Иванович","от 5.8.2016 № 2701-к",resoth@land.ru,9297454629,бюджет,242,Зачислен,1
"Лапин Дмитрий Германович","от 9.12.2016 № 2501-к",xaequyut@newmail.ru,9650164743,бюджет,197,Выпустился,5
"Васильев Владимир Богданович","от 6.5.2016 № 2501-к",kiqu@softhome.com,9195525369,внебюджет,212,Отчислен,4
"Князев Леонид Варламович","от 19.3.2016 № 2701-к",schuj@xaker.ru,9146546788,внебюджет,243,Переведён,2
"Котова Ульяна Агафоновна","от 19.10.2016 № 2701-к",chyjji@rol.ru,9233313677,внебюджет,249,Выпустился,5
"Назаров Герман Борисович","от 18.3.2017 № 2500-к",kiexji@smtp.ru,9269880040,внебюджет,222,Переведён,4
"Крылова Оксана Антоновна","от 15.4.2017 № 2501-к",xjoliezjo@chat.ru,9169998630,внебюджет,164,Зачислен,1
"Туров Роман Альбертович","от 3.6.2017 № 2501-к",tyisae@orc.ru,9037458140,бюджет,208,Выпустился,5
"Данилов Ефим Брониславович","от 27.3.2016 № 2701-к",cheedyam@netaddress.com,9806604760,бюджет,182,Переведён,4
"Потапов Федот Матвеевич","от 4.1.2016 № 2500-к",thyary@rumail.ru,9102647232,бюджет,249,Отчислен,3
"Михеев Ким Константинович","от 9.12.2016 № 2500-к",thjimy@hob.ru,9531619091,бюджет,202,Отчислен,4
"Назарова Ульяна Варламовна","от 24.3.2016 № 2500-к",tootinja@list.ru,9143823290,внебюджет,219,Отчислен,4
"Бобылёв Авксентий Серапионович","от 20.10.2017 № 2701-к",juhiet@umr.ru,9277449516,бюджет,240,Выпустился,5
"Семёнова Ольга Лукьевна","от 6.1.2016 № 2701-к",jjigyujoo@nettaxi.com,9043885682,бюджет,157,Зачислен,1
"Тимофеев Лукий Иванович","от 16.1.2016 № 2701-к",zoomienyis@nettaxi.com,9609964355,бюджет,217,Зачислен,1
"Денисова Наталья Мартыновна","от 26.1.2017 № 2501-к",byahae@rol.ru,9131677488,внебюджет,194,Выпустился,5
"Некрасов Валентин Юрьевич","от 18.7.2017 № 2500-к",shjudos@yandex.ru,9875882452,внебюджет,221,Выпустился,5
"Прохоров Борис Созонович","от 3.9.2017 № 2538-к",sjufachith@netman.ru,9527211594,внебюджет,209,Отчислен,4
"Зиновьев Леонид Кондратович","от 19.8.2017 № 2500-к",quochyesch@newmail.ru,9247058935,бюджет,188,Выпустился,5
"Гущина Нинель Еремеевна","от 15.3.2016 № 2701-к",gyabiozje@newmail.ru,9378326200,бюджет,215,Переведён,3
"Логинов Олег Валерьянович","от 12.6.2016 № 2500-к",chjimih@langoo.com,9261361176,внебюджет,208,Зачислен,1
"Степанова Светлана Мартыновна","от 29.3.2017 № 2701-к",sitoo@inbox.ru,9253425728,внебюджет,239,Выпустился,5
"Власова Майя Анатольевна","от 9.9.2016 № 2538-к",schoocoudio@umr.ru,9175496905,внебюджет,185,Зачислен,1
"Журавлёва Октябрина Денисовна","от 13.2.2016 № 2538-к",fobiuqu@aol.com,9211142363,бюджет,222,Зачислен,1
"Дьячков Глеб Вадимович","от 26.1.2016 № 2501-к",shjifyuta@sexnarod.ru,9293106489,внебюджет,226,Отчислен,3
"Сазонов Сергей Игнатьевич","от 5.6.2016 № 2500-к",jyushium@list.ru,9268452210,внебюджет,199,Выпустился,5
"Горшков Валентин Александрович","от 25.6.2017 № 2701-к",zjagux@hotbox.ru,9110090828,бюджет,151,Выпустился,5
"Панова Клавдия Леонидовна","от 3.12.2017 № 2501-к",ljavie@softhome.com,9535234804,бюджет,190,Зачислен,1
"Анисимов Эдуард Германнович","от 13.9.2017 № 2500-к",ljubjul@rin.ru,9280901323,бюджет,237,Отчислен,3
"Одинцов Серапион Мстиславович","от 12.11.2017 № 2500-к",gjenyic@sexnarod.ru,9145256589,внебюджет,238,Отчислен,2
"Александров Андрей Игоревич","от 28.1.2016 № 2701-к",myesh@mnogo.ru,9004321747,бюджет,240,Зачислен,1
"Игнатьев Григорий Фёдорович","от 10.1.2017 № 2501-к",chjonjolia@chat.ru,9244219609,бюджет,229,Отчислен,4
"Полякова Анастасия Арсеньевна","от 11.6.2017 № 2538-к",fyatiomiuh@visto.com,9372404952,бюджет,221,Зачислен,1
"Филиппова Наталья Еремеевна","от 25.1.2016 № 2701-к",dofjumy@hotbox.com,9107286838,бюджет,160,Выпустился,5
"Дементьева Евдокия Антониновна","от 18.2.2016 № 2500-к",thjejiopye@rumail.ru,9501797935,внебюджет,180,Переведён,2
"Селиверстов Сергей Аристархович","от 29.1.2017 № 2500-к",jooz@sexnarod.ru,9242221521,внебюджет,197,Отчислен,2
"Абрамов Антонин Мэлорович","от 24.6.2017 № 2538-к",zeekem@hob.ru,9673080520,бюджет,157,Выпустился,5
"Галкин Эдуард Федотович","от 21.4.2016 № 2500-к",jjufio@mnogo.ru,9202656354,внебюджет,217,Выпустился,5
"Андреева Майя Тихоновна","от 24.5.2016 № 2501-к",kiecju@hotbox.ru,9265645113,бюджет,217,Переведён,3
"Мартынова Виктория Протасьевна","от 17.5.2017 № 2500-к",foschyec@softhome.com,9637959086,внебюджет,166,Переведён,4
"Романов Александр Витальевич","от 18.12.2017 № 2701-к",geevyfou@langoo.com,9032287639,бюджет,203,Переведён,4
"Зимина Алла Фроловна","от 19.10.2016 № 2501-к",shyshjiz@rol.ru,9787193444,внебюджет,184,Отчислен,3
"Савина Маргарита Якуновна","от 3.2.2017 № 2501-к",fiulymae@email.ru,9787734245,внебюджет,239,Зачислен,1
"Гурьев Владимир Владимирович","от 10.4.2016 № 2501-к",guchiopi@infobiz.com,9135175469,бюджет,183,Переведён,2
"Цветкова Полина Денисовна","от 10.4.2017 № 2701-к",hieschiutie@list.ru,9312889307,внебюджет,247,Отчислен,3
"Казакова Нинель Дмитрьевна","от 7.8.2017 № 2701-к",saer@infobiz.com,9857718825,бюджет,165,Выпустился,5
"Трофимов Макар Эдуардович","от 7.8.2016 № 2701-к",paexjeshyo@email.ru,9644050547,бюджет,197,Выпустился,5
"Борисова Нинель Федотовна","от 12.3.2016 № 2500-к",miadjenyo@xaker.ru,9081373307,внебюджет,203,Выпустился,5
"Иван Богдановна","от 2.1.2017 № 2701-к",thioc@sexnarod.ru,9636885304,бюджет,197,Зачислен,1
"Селиверстов Фёдор Владиславович","от 26.9.2016 № 2500-к",cooguque@pop3.ru,9080161585,бюджет,204,Выпустился,5
"Гурьева Василиса Парфеньевна","от 16.8.2017 № 2701-к",cheriahye@mail.ru,9168474583,внебюджет,156,Отчислен,3
"Смирнов Матвей Русланович","от 16.11.2016 № 2701-к",zaeschielye@max.ru,9659880857,внебюджет,174,Отчислен,3
"Гущина София Альбертовна","от 28.1.2017 № 2501-к",pyipioschiej@hotbox.ru,9832054388,внебюджет,231,Переведён,2
"Сысоева Галина Михаиловна","от 11.11.2016 № 2701-к",cheexio@netaddress.com,9885309628,внебюджет,196,Переведён,2
"Ершова Прасковья Павловна","от 21.4.2016 № 2501-к",kjixoo@infobiz.com,9042061105,бюджет,186,Отчислен,4
"Калашников Ефим Геннадьевич","от 23.6.2016 № 2538-к",voop_1992@softhome.com,9096732393,бюджет,246,Переведён,2
"Богданова Ираида Антоновна","от 17.7.2016 № 2538-к",myoquoogja@nettaxi.com,9190340567,внебюджет,176,Выпустился,5
"Попова София Денисовна","от 25.3.2016 № 2500-к",xubyo@rol.ru,9212361575,внебюджет,214,Переведён,3
"Гущин Александр Тихонович","от 20.12.2016 № 2701-к",liethjon@sexnarod.ru,9258318056,внебюджет,248,Переведён,4
"Орлова Юлия Руслановна","от 8.12.2016 № 2501-к",thyodu@list.ru,9832492305,внебюджет,201,Отчислен,3
